method,RCP,scenario,year,N_in_E_prd,N_stock_E_opr,N_out_E_eol,AEF,CEF
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2037,57438.16672426207,807199.0114717465,-156.07892686697443,0.017289621985382832,0.027400321357818905
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2038,70498.23831037337,734517.5472634068,-241.02887599274615,0.016095495133955747,0.026051944089326273
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2039,83103.80784571907,661836.083055067,-345.9451000418317,0.014891878916014884,0.024862681765071365
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2040,94306.04699257646,589154.6188467272,-467.08924318121774,0.01365987153192245,0.0237838311038765
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2041,104192.47155359024,529762.2817749293,-616.9521801618782,0.012666756022967154,0.022807280464287063
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2042,111398.50297498792,470369.9447031312,-773.943718158151,0.011619890079199221,0.021903907605858326
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2043,115568.02139815314,410977.6076313332,-928.6857771525033,0.010512338865046676,0.021052775728729503
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2044,116688.51577273758,351585.2705595352,-1072.4615865741173,0.009344026494913973,0.020238764994888282
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2045,115067.73593907653,292192.9334877372,-1198.716904840747,0.00812123905043946,0.01945109548658048
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2046,112530.26227524977,245511.30923717786,-1273.0100246210072,0.007135371229756132,0.018699404394001546
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2047,108440.3574023798,198829.68498661855,-1327.2854045548834,0.006118855139688869,0.01797571982736311
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2048,103492.71698933249,152148.06073605924,-1366.1470968007989,0.005085492612571818,0.017274555173964052
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2049,98355.81189436032,105466.43648549993,-1396.262220289185,0.004048519723191421,0.016592238848114532
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2050,93601.78659136384,58784.812234940626,-1425.3869952675948,0.0030192242366207374,0.01592637350266197
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2026,224348.29722827428,176356.0379210371,0.0,0.08014086702986227,0.08014086702986227
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2027,216705.59351349,328023.470965144,0.07396393081629413,0.05447556664092519,0.06303094451806188
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2028,209063.2008326503,454868.39620188455,0.5827348834080173,0.0442798384196378,0.053657112770324755
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2029,201421.11918575523,556588.0659881618,1.3298248802835984,0.03795502194050351,0.04738087645763765
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2030,193779.34857280474,632750.8194676206,0.6187489128702883,0.03318156671278555,0.04265701079482195
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2031,189786.34201979463,718530.7603943804,-3.049064106806156,0.030505874790793766,0.039199738781314435
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2032,185793.55792294425,789278.50693366,-13.963977416374483,0.02824297401046649,0.03648175366202692
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2033,181800.99628225347,844252.1543694247,-37.51873928836679,0.02624017552489787,0.0342354628303702
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2034,177808.6570977224,882827.2440633904,-80.24940611469191,0.024412476205644944,0.032310750952068285
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2035,173816.540369351,904627.5210735736,-149.17224184864162,0.022708631950754336,0.030617049979543797
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2036,129945.1265502431,879880.4756800863,-248.00611787082087,0.02019155192224917,0.028983989161219137
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2037,57465.6654473822,807199.0114717465,-382.1301473482679,0.01728565093543561,0.02739971213499318
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2038,70536.87920697677,734517.5472634068,-552.5162160766032,0.01609003820508614,0.026050756658883338
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2039,83155.62045312852,661836.083055067,-755.6646102875346,0.014884720777958159,0.02486085807153283
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2040,94372.56913337055,589154.6188467272,-983.3018388149844,0.013650877722825654,0.023781316915386264
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2041,104273.56526976314,529762.2817749293,-1251.4821053833534,0.012655687298786182,0.022804014824786615
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2042,111493.78912493547,470369.9447031312,-1525.60227232255,0.011606762631114884,0.02189984563317355
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2043,115676.29158927793,410977.6076313332,-1789.5835212992251,0.010497286313986238,0.02104789258454355
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2044,116807.90021891406,351585.2705595352,-2029.1501804038999,0.009327280411960907,0.020233057120468682
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2045,115195.97634780227,292192.9334877372,-2234.237087827451,0.00810309345495424,0.019444579129168468
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2046,112667.45967624108,245511.30923717786,-2360.9746293306493,0.007116355885681766,0.0186921251600632
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2047,108584.57697656902,198829.68498661855,-2451.014435101079,0.006099264950561731,0.017967732417009677
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2048,103642.46689904525,152148.06073605924,-2513.228965794308,0.0050655459733862035,0.01726591724066798
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2049,98510.28335559001,105466.43648549993,-2560.061070159088,0.004028333175418617,0.01658300513475816
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Moderate,2050,93761.00053136017,58784.812234940626,-2605.745910928145,0.0029988013371074532,0.01591659086988578
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2026,224348.29722827428,176356.0379210371,0.0,0.08014086702986227,0.08014086702986227
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2027,216711.95690729748,328023.470965144,0.06983945854915824,0.05447620259882796,0.06303136848311477
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2028,209076.08313723764,454868.39620188455,0.4867314425987068,0.04428069118045585,0.05365775109389792
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2029,201440.67591809476,556588.0659881618,0.718742314876719,0.03795597058506533,0.047381638818695934
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2030,193805.7352498687,632750.8194676206,-1.6638501306742415,0.033182534385237286,0.04265784145944281
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2031,189819.60343632416,718530.7603943804,-9.261101655635215,0.030506783248573657,0.03920059157984208
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2032,185833.8053070192,789278.50693366,-27.966316171880784,0.02824373420940458,0.03648258348987738
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2033,181848.34086195365,844252.1543694247,-65.15236805158752,0.026240679629120318,0.03423622121708244
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2034,177863.21010112765,882827.2440633904,-129.5740355440669,0.024412596555345657,0.03231138432207616
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2035,173878.4130245412,904627.5210735736,-230.4468585008975,0.022708223350095667,0.030617499558168646
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2036,129999.01782656086,879880.4756800863,-372.75121548718664,0.0201901348458232,0.028984146345062644
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2037,57493.16417050234,807199.0114717465,-562.9711237333024,0.01728258409037031,0.027399432696571756
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2038,70575.52010358014,734517.5472634068,-801.706088143688,0.016085827225576867,0.026050008287943356
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2039,83207.43306053797,661836.083055067,-1083.4402184840965,0.014879201517942415,0.02485960129508241
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2040,94439.09127416463,589154.6188467272,-1396.2719153219964,0.013643948764111395,0.023779513897639378
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2041,104354.65898593604,529762.2817749293,-1759.1060455605323,0.012647156694306095,0.022801620839624344
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2042,111589.07527488303,470369.9447031312,-2126.9291156540694,0.011596641817247203,0.02189682771275078
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2043,115784.56178040271,410977.6076313332,-2478.3017166166037,0.010485677353902385,0.02104423277643353
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2044,116927.28466509054,351585.2705595352,-2794.5010554677256,0.009314361083383162,0.02022875357587576
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2045,115324.21675652798,292192.9334877372,-3062.6532342168134,0.008089089940200968,0.0194396450622427
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2046,112804.6570772324,245511.30923717786,-3231.346313098364,0.0071016924000262376,0.018686597257383832
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2047,108728.79655075823,198829.68498661855,-3349.9976595380363,0.006084169677556774,0.017961654160120178
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2048,103792.21680875799,152148.06073605924,-3430.8944609891146,0.005050187661676563,0.017259334194660875
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2049,98664.75481681971,105466.43648549993,-3491.10015005501,0.004012801823045292,0.01657596045566795
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,Aggressive,2050,93920.21447135652,58784.812234940626,-3550.033043456585,0.0029830998732568114,0.015909121505997093
"EF v3.1, land use, soil quality index",RCP26,BAU,2026,18777302.309785977,6438197.394455496,-0.0,5.043099940848295,5.043099940848295
"EF v3.1, land use, soil quality index",RCP26,BAU,2027,18892557.95801208,12980154.587166836,-13.191364951484552,3.187425153424093,3.806003497838586
"EF v3.1, land use, soil quality index",RCP26,BAU,2028,19007835.294550207,19619925.195407912,-151.0651133669929,2.57620334725006,3.191216314914616
"EF v3.1, land use, soil quality index",RCP26,BAU,2029,19123134.31940034,26341265.691564165,-631.4274676781572,2.276456988314118,2.8255805683632373
"EF v3.1, land use, soil quality index",RCP26,BAU,2030,19238455.032562487,33114377.527967516,-1744.1327903282554,2.101665371594586,2.584746457251203
"EF v3.1, land use, soil quality index",RCP26,BAU,2031,19377556.69642269,39532232.52402127,-3877.316325401556,1.9783646045736185,2.4122171556232668
"EF v3.1, land use, soil quality index",RCP26,BAU,2032,19516687.35419889,45778598.178955324,-7439.542879826195,1.8910903215306194,2.2829440526637317
"EF v3.1, land use, soil quality index",RCP26,BAU,2033,19655847.0058911,51781255.90537036,-12859.373643878742,1.8266628975884571,2.1828676619376206
"EF v3.1, land use, soil quality index",RCP26,BAU,2034,19795035.651499316,57457823.20271234,-20529.190593574574,1.7777779101922713,2.1034945459241947
"EF v3.1, land use, soil quality index",RCP26,BAU,2035,19934253.29102354,62721378.962302126,-30743.001235453987,1.7400603664065684,2.03938902679728
"EF v3.1, land use, soil quality index",RCP26,BAU,2036,15264422.976380516,65957245.49733113,-43450.510913622726,1.6235643592559603,1.9742538200068982
"EF v3.1, land use, soil quality index",RCP26,BAU,2037,6919374.19431472,65869630.51340738,-58546.011677312905,1.4546091739208957,1.9038796302112164
"EF v3.1, land use, soil quality index",RCP26,BAU,2038,8712808.029650537,65782015.52948364,-75555.12488704351,1.4883853686849424,1.8543217682558903
"EF v3.1, land use, soil quality index",RCP26,BAU,2039,10545893.33822849,65694400.54555989,-93666.4506139553,1.5229325486634884,1.8190075736338045
"EF v3.1, land use, soil quality index",RCP26,BAU,2040,12299188.092464447,65606785.56163615,-111816.30232568979,1.5558831470354981,1.7936682207657062
"EF v3.1, land use, soil quality index",RCP26,BAU,2041,13904027.856586035,65642371.05572004,-128818.0959512048,1.5883516163270974,1.7756327159298018
"EF v3.1, land use, soil quality index",RCP26,BAU,2042,15218786.17743325,65677956.54980393,-143643.2580493387,1.6150619893837568,1.7626667577190978
"EF v3.1, land use, soil quality index",RCP26,BAU,2043,16172404.310329426,65713542.043887824,-155458.69802018703,1.6346097531239412,1.7530988570040638
"EF v3.1, land use, soil quality index",RCP26,BAU,2044,16736045.641064994,65749127.53797171,-163794.48006021362,1.6464275739795298,1.7456829009834318
"EF v3.1, land use, soil quality index",RCP26,BAU,2045,16925061.948327493,65784713.0320556,-168600.06724973652,1.6508234982626673,1.7395168024380712
"EF v3.1, land use, soil quality index",RCP26,BAU,2046,16793191.074799202,65777129.57537096,-170121.76310928367,1.6480039777412177,1.733931310773361
"EF v3.1, land use, soil quality index",RCP26,BAU,2047,16422160.427183192,65769546.118686326,-169138.32589894842,1.6404513643994114,1.7285539625261985
"EF v3.1, land use, soil quality index",RCP26,BAU,2048,15907993.800662877,65761962.6620017,-166533.55933230597,1.6300684580666454,1.7231968378263347
